id,name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percent
f2fa5feb-6358-4d09-bc3b-e1827b1c7465,ecomil organic almond milk classic 1 l,coffee tea  beverages,5.0,1,1150.0,1250.0,8.0
8dab6586-b643-416b-b5f4-0dc52dc131db,limca 750ml,coffee tea  beverages,0.0,0,39.0,40.0,2.5
79689ce6-5bda-403a-adb7-b52041996049,sk pharmaceuticals ginger and garlic ras ginger and garlic juice sugar free  200 ml,coffee tea  beverages,4.3,5,339.0,380.0,10.789473684210527
32ad5937-ae63-457e-89d7-afda23e6bafc,jeevan ras aloevera  amla herbal juice multicolour 1 l,coffee tea  beverages,4.3,144,280.0,300.0,6.666666666666667
28b4f333-4b13-42b3-a24a-25a0d088cb28,monin watermelon bottle 250 ml,coffee tea  beverages,4.0,33,0.0,395.0,100.0
19ae5d4d-5ca8-4aca-bf23-269ebeec8823,monster energy 350 ml,coffee tea  beverages,4.3,276,124.0,125.0,0.8
f7aa4f17-ef4c-4a8e-aada-33efbfe7a251,b naturall pomegranate powder  all natural  spraydried  dry no added sugars and preservatives  200 gm by b naturall,coffee tea  beverages,3.1,18,444.0,581.0,23.580034423407916
b0757813-0467-4672-9456-550cc5114b41,sprite 250ml,coffee tea  beverages,4.2,66,19.0,20.0,5.0
1f958bc7-989e-4a4f-ba3e-17c97201f39d,sorich organics tulsi herbal tea  100g  detox tea pure ayurvedic herbs for immunity and cholesterol,coffee tea  beverages,4.3,33,140.0,200.0,30.0
589201ea-d9c7-485c-a8c3-cb4a61107527,responsible whatr non carbonated natural spring water based beverage 6 x 500 ml,coffee tea  beverages,4.1,26,0.0,450.0,100.0
74e80a4a-0717-4c68-b976-242fb2563b0d,saravana gambodge horsegram herbal juice kodampuli kollusaru 500 ml,coffee tea  beverages,3.5,3,359.0,375.0,4.266666666666667
7db39d93-e410-475a-af6c-a0555a63c885,sharrets liquid vitamin d3 cholecalciferol oral spray supplement for men women 400 iu  serving 90ml,coffee tea  beverages,3.5,2,375.0,395.0,5.063291139240507
37545643-d83b-4eb5-a7ec-0528126e3376,birla morton lime juice cordial 750ml,coffee tea  beverages,4.1,5,0.0,130.0,100.0
835b67a4-ed26-41c8-8fa8-2ff6cf798779,schweppes soda water can 6 pack 6 x 320 ml,coffee tea  beverages,3.1,3,0.0,300.0,100.0
5d3a6963-fa90-4304-8027-da993559cb84,thums up 250ml,coffee tea  beverages,4.5,71,0.0,20.0,100.0
f6a99f80-9568-498f-af8b-d7351a61393d,malas fruit mocktail syrup blue curacao mocktail 750ml  blueberry crush 750 ml,coffee tea  beverages,5.0,1,0.0,646.0,100.0
8e64b18c-304a-4ec3-a6d9-f1783f2cdae7,oqua naturals premium quality buransh squash sugar free rhododenron nectar from the lap of himalayas  700 ml,coffee tea  beverages,0.0,0,250.0,260.0,3.8461538461538463
0295025b-88ba-4a8b-9a38-e8607eaeaf67,meghdoot karela jamun juice 500 ml,coffee tea  beverages,5.0,1,179.0,190.0,5.7894736842105265
f167e815-8af5-4193-bc59-3d80f11fb282,williams wine non alcoholic wine pineapple fruit wine pine yellow  750 ml,coffee tea  beverages,3.7,20,749.0,999.0,25.025025025025027
eb32fa3b-aee8-4963-83d2-82812c5c296f,dhanwantari magno rich a premium drink concentrate super antioxidant juice 1000ml,coffee tea  beverages,0.0,0,1490.0,1499.0,0.600400266844563
a20af47e-a299-487c-8f47-d326175e4ccf,teacurry lemongrass tea  30 tea bags  helps with inflammation digestion cholesterol,coffee tea  beverages,0.0,0,411.0,549.0,25.136612021857925
3f445f40-94f1-4dfa-abb1-cd566a45abe2,adrish zerowaste brahmi squash 500ml,coffee tea  beverages,4.2,3,175.0,180.0,2.7777777777777777
5f012f7c-22f8-44ea-b91a-3a42de7b583b,monin blueberry syrup 2366 fl oz  700 ml,coffee tea  beverages,4.4,192,0.0,1155.0,100.0
425a0c61-f83f-4ccf-9026-3451c20a5700,tastecraft coffee mocha syrup 750ml,coffee tea  beverages,4.0,5,550.0,625.0,12.0
250d28cc-abf7-422a-aed2-6d14bf26c44f,hitkary kesar elaichi sharbat 750 ml,coffee tea  beverages,5.0,2,305.0,315.0,3.1746031746031744
4f0776e9-0187-4828-9103-f2390ec1a168,sugar free sharbat rehans rasoi shikanji 250 ml,coffee tea  beverages,5.0,2,130.0,135.0,3.7037037037037033
b4e37e4d-9344-40d4-aeea-a4622023e73e,omkar products mango squash  750ml,coffee tea  beverages,3.2,2,158.0,160.0,1.25
b260d65b-c8ca-4659-8fe9-bb48740318b0,borcha  jasmine appletini  probiotic kombucha  immunity booster antioxidant and hydration companion  single can  330ml,coffee tea  beverages,0.0,0,0.0,160.0,100.0
5c9d34fe-a4e5-470d-b310-adfef65c3533,omkar products mango squash  750ml,coffee tea  beverages,3.2,2,158.0,160.0,1.25
728a4020-964d-4a6b-a078-4a793c513c6f,borcha  jasmine appletini  probiotic kombucha  immunity booster antioxidant and hydration companion  single can  330ml,coffee tea  beverages,0.0,0,0.0,160.0,100.0
409b0cf2-5cbd-4927-a8e4-2b70e85c2f89,wingreens farms amla aloe karela  jamun mix juice 500ml,coffee tea  beverages,4.0,3,0.0,225.0,100.0
e6d481e0-1f7a-426d-bcf3-311b3be03ea1,krishnas herbal and ayurveda papaya leaf juice 500 ml with giloy juice 500 ml,coffee tea  beverages,3.6,14,420.0,430.0,2.3255813953488373
7930058c-e7f9-4ddc-a074-497b42123ab6,newish giloy juice for drinking  immunity booster 750ml,coffee tea  beverages,4.0,84,179.0,380.0,52.89473684210526
b64342db-6948-45f7-8a73-1aeabe2afb75,manama ice tea exotic berry syrup fusion of blackberry and blueberry 750ml,coffee tea  beverages,3.0,1,0.0,190.0,100.0
b184df0b-6134-4639-a9dd-519a4e6e894c,unique cocacola diet soft drink 300ml,coffee tea  beverages,1.0,2,39.0,40.0,2.5
1c8da753-8957-4a4c-93da-700350ad981d,paperboat fruit juice aam panna 180ml,coffee tea  beverages,4.0,4,0.0,20.0,100.0
1bed6cfa-362a-4de9-902b-7d876c2238ec,real activ coconut water bottle 1000 ml,coffee tea  beverages,3.8,10,0.0,160.0,100.0
